letter,date,datestart,dateend,cicero_location,pleiades_cicero_loc_id,sender,correspondent,Correspondent location,pleiades_correspondent_loc_id,Correspondent's Transient Location,pleiades_correspondent_transient_loc_id,Other Personal Names,Inferred Names,Slaves and Freed People,Literary/Historical References,Other Locations in Letter,pleiades_other_letter_id,Peoples of a Nation,pleiades_peoples_id
Fam. 7.5,April 54 BCE,-4.1.54,-4.30.54,Rome,423025,Cicero,C. Julius Caesar,Cisalpine Gaul,383801,,,C. Trebatius Testa; Cn. Pompeius Magnus; L. Cornelius Balbus; T. Annius Milo; Q. Lepta,C. Rabirius Postumus ,,,,,,
Fam. 7.6,May 54 BCE,-5.1.54,-5.31.54,Cumae,432808,Cicero,C. Trebatius Testa,Gaul,993,,,C. Julius Caesar; L. Cornelius Balbus,,,Medea,Corinth; Britain; Rome (urbs),570182; 981513; 423025,,
Fam. 7.7,June 28; Jul 3 54 BCE,-6.28.54,-7.3.54,Rome,423025,Cicero,C. Trebatius Testa,Gaul,993,,,Quintus Tullius Cicero; L. Cornelius Balbus; C. Julius Caesar,,,,Britain,981513,,
Fam. 7.8 ,later half of September 54 BCE,-9.15.54,-9.30.54,Rome,423025,Cicero,C. Trebatius Testa,Gaul,993,,,C. Julius Caesar; Vacerra (jurist); Manlius (jurist); Q. Cornelius (lawyer and Trebatius' tutor); Precianus (jurist),,,,Britain,981513,,
Fam. 7.9,later half October 54 BCE,-10.15.54,-10.31.54,Rome,423025,Cicero,C. Trebatius Testa,Gaul,993,,,Quintus Tullius Cicero; L. Cornelius Balbus; Cn. Octavius; C. Julius Caesar,Vacerra,,,,,,
Fam. 7.10,December 54 BCE,-12.1.54,-12.31.54,Rome,423025,Cicero,C. Trebatius Testa,Gaul,993,,,C. Julius Caesar,,,P. Mucius Scaevola; Manius Manlius,Britain,981513,Aedui,177533
Fam. 7.11,late January 53 BCE,-1.15.53,-1.31.53,Tusculum,423108,Cicero,C. Trebatius Testa,Gaul,993,,, C. Julius Caesar; D. Laberius (mime writer); Valerius (mime writer),,,,Tusculum; Britain,423108; 981513,Samarobrivas (Gallia Belgica),109321
Fam. 7.12,February 53 BCE,-2.1.53,-2.28.53,Rome,423025,Cicero,C. Trebatius Testa,Gaul,993,,,C. Vibius Pansa; Selius (Epicurean),,,,Samarobriva; Tarentum; Ulubrae (Pomptinae Paludes),109321; 442810; 433033,,
Fam. 7.13,March 4 53 BCE,-3.4.53,-3.4.53,Rome,423025,Cicero,C. Trebatius Testa,Gaul,993,,,C. Julius Caesar,,,,,,Treviri,109390
Fam. 7.14,April; May 53 BCE,-4.1.53,-5.31.53,Rome,423025,Cicero,C. Trebatius Testa,Samarobriva,109321,,,Cyrus (an architect whom Cicero always employed); C. Julius Caesar; Chrysippus Vettius,,,,Britain,981513,,
Fam. 7.15,June 53 BCE,-6.1.53,-6.30.53,Rome,423025,Cicero,C. Trebatius Testa,Gaul,993,,,C. Matius,,,,,,,
Fam. 7.16,November 54 BCE,-11.1.54,-11.30.54,Rome,423025,Cicero,C. Trebatius Testa,Samarobriva,109321,,,Cn. Octavius; L. Cornelius Balbus,,,,Britain; Italy (Luca); Samarobriva,981513; 403234; 109321,,
Fam. 7.17,October 54 BCE,-10.1.54,-10.31.54,Rome,423025,Cicero,C. Trebatius Testa,Gaul,993,,,Quintus Tullius Cicero; C. Julius Caesar; Q. Cornelius (Trebatius' tutor),Ptolemy XII Auletes,,,Alexandria; Britain,727070; 981513,,
Fam. 7.18,April 8 53 BCE,-4.8.53,-4.8.53,Ager Pomptinus,433034,Cicero,C. Trebatius Testa,Gaul,993,,,L. Cornelius Balbus; M. Aemilius Philemon; L. Arruntius,,,,Ulubrae,433033,,
Fam. 7.19,July 28 44 BCE,-7.28.44,-7.28.44,Rhegium,511397,Cicero,C. Trebatius Testa,Rome,423025,,,,,,Aristotle,Velia,452488,,
Fam. 7.20,July 20 44 BCE,-7.20.44,-7.20.44,Velia,452488,Cicero,C. Trebatius Testa,Rome,423025,,, Q. Caecilius Bassus; Sextus Fadius,,Rufio (manumitted by Trebatius),Nicon; L. Papirius Cursor,Hales River,442609,,
Fam. 7.21,late June 44 BCE,-6.15.44,-6.30.44,Tusculum,423108,Cicero,C. Trebatius Testa,Rome,423025,,,P. Silius Nerva; Marcus Junius Brutus; Aulus Ofilius,Turpilia,,,,,,
Fam. 7.22,June 44 BCE,-6.1.44,-6.30.44,Tusculum,423108,Cicero,C. Trebatius Testa,Rome,423025,,,Q. Mucius Scaevola,,,Sextus Aelius Paetus Catus; Manius Manilius; Marcus Junius Brutus,,,,
Fam. 7. 23,December 46 BCE,-12.1.46,-12.31.46,Rome,423025,Cicero,M. Fadius Gallus,Rome,423025,,,Damasippus; Quintus Caecilius Metellus Scipio; Tullia; L. Cassius Longinus; Licinia (Cassius' sister); Dexius (Licinia's husband); Curtius Nicias of Cos,,C. Avianius Evander (Freedman of M. Aemilius Avianianus); Junius (M. Fadius Gallus' freedman),,Arpinum; Tarracina,432700; 433143,,
Fam. 7.24,August 22 45 BCE,-8.22.45,-8.22.45,Tusculum,423108,Cicero,M. Fadius Gallus,Rome,423025,,,Tigellius (Sardinian musician); C. Julius Caesar;  Gaius Licinius Macer Calvus; Phamea (grandfather or uncle of Tigellius); P. Sestius; Marcus Porcius Cato Uticensis,,,Cipius Pararhenchon; Hipponax of Ephesus,,,Sardinians ,472014
Fam. 7. 25,August 23 45 BCE,-8.23.45,-8.23.45,Tusculum,423108,Cicero,M. Fadius Gallus,Rome,423025,,,Marcus Porcius Cato Uticensis,Tigellius; C. Julius Caesar,Apella (Gallus' freedman),,,,,
Fam. 7.26,October 46 BCE; February 45 BCE,-10.31.46,-2.1.45,Tusculum,423108,Cicero,M. Fadius Gallus,Rome,423025,,,P. Cornelius Lentulus Spinther the Younger; C. Anicius,,,Epicurus,,,,
Fam. 7.27,early 49 BCE,-1.1.49,-3.31.49,Italy,1052,Cicero,T. Fadius,Exile in Italy,1052,,,C. Julius Caesar,,,,,,,
Fam. 7.28,August 46 BCE,-8.1.46,-8.31.46,Rome,423025,Cicero,Manius Curius,Achaia,573049,,,,C. Julius Caesar,,Sons of Pelops,Peloponnese; Patrae; Greece,570577;  570567; 1001896,,
Fam. 7.29,October 29 45 BCE,-10.29.45,-10.29.45,Patrae,570567,Manius Curius,Cicero,Rome,423025,,,T. Pomponius Atticus; Servius Sulpicius Rufus,Manius Acilius Glabrio,Tiro,,,,,
Fam. 7.30,January 44 BCE,-1.1.44,-1.31.44,Rome,423025,Cicero,Manius Curius,Patrae,570567,,,Q. Fabius Maximus; C. Caninius Rebilus; T. Pomponius Atticus; Manius Acilius Glabrio,C. Julius Caesar,,Son of Pelops,Campus Martius; Greece,422863; 1001896,,
Fam. 7. 31,February 44 BCE,-2.1.44,-2.28.44,Rome,423025,Cicero,Manius Curius,Patrae,570567,,,Manius Acilius Glabrio; T. Pomponius Atticus; Servius Sulpicius Rufus,,,,,,,
Fam. 7.32,February; March 50 BCE,-2.11.50,-3.31.50,Laodicae,897792,Cicero,P. Voluminius Eutrapelus,Rome,423025,,,P. Sestius; Selius (orator); Publius Cornelius Dolabella,,,Antonius (a character in De Oratore),,,,
Fam. 7.33,July 46 BCE (post 26),-7.26.46,-7.31.46,Rome,423025,Cicero,P. Voluminius Eutrapelus,Rome,423025,,,Aulus Hirtius; C. Cassius Longinus; Publius Cornelius Dolabella; C. Julius Caesar,,,Philoctetes; Lucius Accius,,,,
Fam. 8.1,May 24 51 BCE,-5.24.51,-5.24.51,Rome,423025,M. Caelius Rufus,Cicero,NA,,Rome (423025),Cilicia (628957),M. Claudius Marcellus; Cn. Pompeius Magnus; C. Julius Caesar; L. Domitius Ahenobarbus; Q. Pompeius Rufus; T. Munatius Plancus Bursa,,,,Cumae; Gallic Provinces; Bauli (Campania); Ravenna,432808: 993; 432720; 393480,Transpadani; Bellovaci,383801; 108803
Fam. 8.2,early June 51 BCE,-6.1.51,-6.12.51,Rome,423025,M. Caelius Rufus,Cicero,NA,,Rome (423025),Cilicia (628957),Quintus Hortensius; C. Scribonius Curio; M. Claudius Marcellus; M. Octavius; Cn. Octavius; C. Hirrus; L. Castrinius Paetus; Sittius (Caelius' agent),M. Valerius Messalla,,,,,,
Fam. 8.3,June 51 BCE (after 11),-6.11.51,-6.30.51,Rome,423025,M. Caelius Rufus,Cicero,NA,,Rome (423025),Cilicia (628957),C. Hirrus;  M. Octavius; T. Annius Milo,,Philotimus (Terentia),,,,,
Fam. 8.4,August 1 51 BCE,-8.1.51,-8.1.51,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,,M. Valerius Messalla; C. Claudius Marcellus Minor; M. Calidius;  Publius Cornelius Dolabella; Lucius Cornelius Lentulus Crus; Servaeus; C. Scribonius Curio; C. Julius Caesar; Lollii; Antonii; Hirrus; M. Coelius Vincianus; Cn. Pompeius Magnus; L. Aemilius Paullus; Publius Sittius,Ptolemy XIII Auletes; Pothinus; M. Antonius; M. Lollius(?),,,Gaul; Ariminum; Alexandria,993; 393379; 727070,men from Cibyra,638804
Fam. 8.5,September 3; 13 51 BCE,-9.3.51,-9.13.51,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,,M. Claudius Marcellus; C. Scribonius Curio; C. Julius Caesar,,,,Gallic Provinces,993,Parthian,952097
Fam. 8.6,February 50 BCE,-2.1.50,-2.28.50,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,, Appius Claudius Pulcher; Publius Cornelius Dolabella; Cn. Pompeius Magnus;  C. Scribonius Curio; Marcus Calpurnius Bibulus; Publius Servilius Rullus,Tullia; Gn. Pompeius (son of Magnus); Sextus Pompeius (son of Magnus),,,Mount Amanus,658376,Parthians,952097
Fam. 8.7,middle of April 50 BCE,-4.13.50,-4.18.50,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,,Q. Cornificius the Younger (adulescens); Orestilla; Paula Valeria; Triarius; Decimus Junius Brutus Albinus; Servius Ocella,Aurelia Orestilla,,,Parthia,952097,,
Fam. 8.8,October 51 BCE,-10.1.51,-10.31.51,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,,C. Sempronius Rufus; M. Tuccius; Vestorius; M. Servilius; Laterensis; Pausanias; Q. Pilius; Appius Claudius Pulcher Minor; T. Pomponius Atticus; L. Lollius; Sextus Tettius; Cn. Pompeius Magnus; C. Julius Caesar; L. Domitius Ahenobarbus; Q. Caecilius Metellus Pius Scipio Nasica; Lucius Villius Annalis; Gaius Septimius; C. Scribonius Curio; Lucius Ateius Capito; Marcus Eppius; M. Claudius Marcellus; L. Aemilius Lepidus Paullus; C. Claudius Marcellus Minor; Servius Sulpicius Rufus; Gaius Caelius; Lucius Vinicius; Publius Cornelius; Gaius Vibius Pansa; Diogenes,Appius Claudius Pulcher,Philo (Caelius rufus' freedman),,Gallic Provinces; Sicily; Sardinia and Corsica; Macedonia and Achaia; Asia; Africa; Crete; Cyrene; Bithynia,993; 462492; 472014;  991339; 981531; 573049; 991380; 775; 589748; 363962; 844879,,
Fam. 8.9,September 2 51 BCE,-9.2.51,-9.2.51,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,,Hirrus; M. Claudius Marcellus; C. Scribonius Curio; C. Julius Caesar; Patiscus; Publius Sittius; Marcus Favonius; Marcus Feridius; Cn. Pompeius Magnus; Lucius Cornelius Balbus ; Q. Caecilius Metellus Pius Scipio Nasica; M. Calidius,,,,Gallic Provinces; Africa; Cibyra; Pamphylia,993; 775; 638804; 639034,,
Fam. 8.10,November 17; 51 BCE,-11.17.51,-11.17.51,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,,C. Cassius Longius; Deiotarus of Galatia (Philoromaios); C. Julius Caesar; Cn. Pompeius Magnus; M. Claudius Marcellus;  Servius Sulpicius Rufus; C. Scribonius Curio; L. Aemilius Lepidus Paullus; C. Furnius,,,,Euphrates; Commagene; Italy,912849; 658443: 1052,Parthian; Arabs,952097; 746710
Fam. 8.11,middle of April 50 BCE,-4.13.50,-4.18.50,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,, C. Scribonius Curio;  L. Aemilius Lepidus Paullus; M. Claudius Marcellus; Hirrus; Marcus Porcius Cato Uticensis; Lucius Cornelius Balbus; Favonius; L. Domitius Ahenobarbus; P. Cornelius Lentulus Spinther; Q. Caecilius Metellus Pius Scipio Nasica; C. Julius Caesar; Cn. Pompeius Magnus; Publius Sittius,,,,Gallic Provinces,993,,
Fam. 8.12,September 20; BCE,-9.20.50,-9.20.50,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,,Appius Claudius Pulcher; L. Domitius Ahenobarbus; Cn. Pompeius Magnus; Pola Servius,L. Calpurnius Piso Caesoninus ,,,,,,
Fam. 8.13,early June 50 BCE,-6.1.50,-6.10.50,Rome,423025,M. Caelius Rufus,Cicero,Cilicia,628957,,,Publius Cornelius Dolabella;  C. Scribonius Curio; Cn. Pompeius Magnus; M. Claudius Marcellus; Q. Hortensius,,,,,,,
Fam. 8.14,August 5; 10 50 BCE,-8.5.50,-8.10.50,Rome,423025,M. Caelius Rufus,Cicero,NA,,Cilicia (628957),Rome, L. Domitius Ahenobarbus; M. Anthony; Cn. Domitius Ahenobarbus; Cn. Pompeius Magnus; Cn. Saturninus; Sextus Peducaeus; C. Julius Caesar; Appius Claudius Pulcher; Drusus(?); C. Scribonius Curio,,,,Arsaces; Seleucea,952067; 639098,Parthians,952097
Fam. 8.15,March 9 49 BCE,-3.9.49,-3.9.49,North Italy?,383715,M. Caelius Rufus,Cicero,Formiae,432839,,,Cn. Pompeius Magnus; C. Julius Caesar; Demetrius; L. Domitius Ahenobarbus; Marcus Tullius Cicero Minor,,Bellienus (slave of Demetrius),,Italy; Brundisium; Rome,1052; 442509; 423025,Intimilii,157802
Fam. 8.16,April 16 49 BCE,-4.16.49,-4.16.49,Liguria,383698,M. Caelius Rufus,Cicero,Formiae,432839,,,C. Julius Caesar;,Tullia; Marcus Tullius Cicero Minor; Publius Cornelius Dolabella; L. Metellus,,,Rome; Spains; Italy,423025; 992072; 1052,,
Fam. 8.17,January 48 BCE post 11,-1.11.48,-1.31.48,Rome,423025,M. Caelius Rufus,Cicero,Epirus,530871,,, C. Scribonius Curio; C. Julius Caesar; Cn. Pompeius Magnus; Appius Claudius Pulcher; Marcus Porcius Cato Uticensis; ,,,,Formiae; Spain; Ariminum,432839; 992072; 393379,,
Fam. 9.1,early 46 BCE,-1.1.46,-3.31.46,Rome,423025,Cicero,M. Terentius Varro,Greece,1001896,,,T. Pomponius Atticus,,,,Tusculum; Cumae,423108; 432808,,
Fam. 9.2,after April 20 46 BCE,-4.21.46,-4.22.46,Rome,423025,Cicero,M. Terentius Varro,Tusculum,423108,,,L. Caninius Gallus,,,Lynceus (argonaut),Baiae,432716,,
Fam. 9.3,before April 20 46 BCE,-4.18.46,-4.19.46,Rome,423025,Cicero,M. Terentius Varro,Tusculum,423108,,,L. Caninius Gallus,,,,Baiae; Athens,432716; 579885,,
Fam. 9.4,late May; early June 46 BCE,-5.25.46,-6.5.46,Tusculum,423108,Cicero,M. Terentius Varro,Cumae,432808,,,Diodotus the Stoic; T. Pomponius Atticus; Cotius,,,Diodorus Cronus (Megarian school); Chrysippus of Soli,,,,
Fam. 9.5,end of May 46 BCE,-5.15.46,-5.31.46,Rome,423025,Cicero,M. Terentius Varro,Tusculum,423108,,,,C. Julius Caesar; Cn. Pompeius Magnus,,,Cumae,432808,,
Fam. 9.6,latter half June 46 BCE,-6.15.46,-6.30.46,Rome,423025,Cicero,M. Terentius Varro,Tusculum,423108,,,L. Caninius Gallus; C. Julius Caesar; Aulus Hirtius; Gaius Oppius; L. Cornelius Balbus,,,,Alsium (near Caere in Etruria); Ostia,422831; 422995,,
Fam. 9.7,May 46 BCE,-5.1.46,-5.31.46,Rome,423025,Cicero,M. Terentius Varro,Tusculum,423108,,,M. Seius; Lucius Julius Caesar V; Publius Cornelius Dolabella,C. Julius Caesar; L. Julius Caesar IV,,,Sardinia; Baiae; Sicily; Velia,472014;  432716; 462492; 452488,,
Fam. 9.8,July 11; 12 45 BCE,-7.11.45,-7.12.45,Tusculum,423108,Cicero,M. Terentius Varro,Unknown,,,,T. Pomponius Atticus,,,Antiochus of Ascalon; Philo of Larissa,Cumae,432808,,
Fam. 9.9,May 48 BCE,-5.1.48,-5.31.48,Dyrrachium (Caesar's camp),573193,Publius Cornelius Dolabella,Cicero,Dyrrachium (Pompey's camp),573193,,,Tullia; Terentia; C. Julius Caesar; Cn. Pompeius Magnus,,,,Italy; both Spains; Athens,1052; 992072; 579885,,
Fam. 9.10,early January 45 BCE,-1.1.45,-1.10.45,Rome,423025,Cicero,Publius Cornelius Dolabella,Spain,992072,,,Curtius Nicias of Cos; Vidius; T. Munatius Plancus Bursa; P. Cornelius Sulla; C. Julius Caesar,,Salvius (slave of Atticus),Aristarchus of Samothrace,,,,
Fam. 9.11,April 20 45 BCE,-4.20.45,-4.20.45,Ficulea,422922,Cicero,Publius Cornelius Dolabella,Spain,992072,,,,Tullia; Quintus Tullius Cicero Minor,,,,,,
Fam. 9.12,December 17 45 BCE,-12.17.45,-12.17.45,Puteoli,432815,Cicero,Publius Cornelius Dolabella,Baiae,432716,,,Deiotarus of Galatia,,,,,,,
Fam. 9.13,January 45 BCE,-1.1.45,-1.31.45,Rome,423025,Cicero,Publius Cornelius Dolabella,Spain,992072,,,C. Subernius of Cales; Q. Lepta; M. Terentius Varro; L. Afranius; M. Planius Heres; Cn. Pompeius Magnus; Titus Quintus Scapula; C. Julius Caesar,,,,Cales,432739,,
Fam. 9.14,May 3 44 BCE,-5.3.44,-5.3.44,Pompeii,433032,Cicero,Publius Cornelius Dolabella,Rome,423025,,,C. Julius Caesar; L. Julius Caesar IV; Marcus Junius Brutus,Hierophilus (Amatius); M. Antonius,,Agamemnon; Nestor,Naples,433014,,
Fam. 9.15,middle October 46 BCE,-10.13.46,-10.18.46,Rome,423025,Cicero,L. Papirius Paetus,Naples,433014,,,Q. Granius;  L. Licinius Crassus; Q. Lutatius Catulus; P. Cornelius Sulla,,Zethus; Phileros (Paetus'),C. Lucilius; C. Laelius Sapiens,Attica; Armenia; Syria,579888; 874350; 845004,Transalpine nations,981537
Fam. 9.16,early July 46 BCE,-7.1.46,-7.15.46,Tusculum,423108,Cicero,L. Papirius Paetus,Naples,433014,,,P. Silius Nerva; C. Julius Caesar; Servius Claudius; Aulus Hirtius; Publius Cornelius Dolabella; Phamea; Q. Selicius,,,Plautus; Lucius Accius,Athens; Syracuse,579885; 462503,,
Fam. 9.17,late August; early September 46 BCE,-8.20.46,-9.13.46,Rome,423025,Cicero,L. Papirius Paetus,Naples,433014,,,L. Cornelius Balbus ,,,,Veii; Capena (near Etruturi; Mt. Soracte),423116; 413062,,
Fam. 9.18,July 23 46 BCE,-7.23.46,-7.23.46,Tusculum,423108,Cicero,L. Papirius Paetus,Naples,433014,,,Dionysius II of Syracuse; Cn. Pompeius Magnus; Marcus Porcius Cato Uticensis; L. Afranius; L. Cornelius Lentulus Crus; Q. Caecilius Metellus Pius Scipio Nasica; Haterius; Aulus Hirtius,Publius Cornelius Dolabella; C. Julius Caesar,,,Syracuse; Corinth; Rome,462503; 570182; 423025,,
Fam. 9.19,latter half of August; 46 BCE,-8.15.46,-8.31.46,Rome,423025,Cicero,L. Papirius Paetus,Naples,433014,,,L. Cornelius Balbus ,,,,,,,
Fam. 9.20,early August 46 BCE,-8.1.46,-8.10.46,Rome,423025,Cicero,L. Papirius Paetus,Naples,433014,,,Verrius; Camillus; Aulus Hirtius,,,Epicurus,,,,
Fam. 9.21,October 46 BCE,-10.1.46,-10.31.46,Rome,423025,Cicero,L. Papirius Paetus,Naples,433014,,,Rubria; Cn. Pompeius Magnus,,,Quintus Trabea; L. Papirius Mugillanus; L. Sempronius Atratinus; L. Papirius Crassus; L. Papirius Cursor; C. Duilius; L. Masso; C. Papirius Carbo; Brutus Damasippus; Cn. Papirius Carbo; M. Papirius Carbo; Publius Valerius Flaccus; L. Licinius Crassus; M. Antonius Orator; Publius Cornelius Scipio Aemilianus Africanus Minor,Sicily; Lilybaeum,462492; 462281,,
Fam. 9.22,July 45 BCE,-7.1.45,-7.31.45,Rome,423025,Cicero,L. Papirius Paetus,Naples,433014,,,Roscius (actor),,,Zeno of Citium; Lucius Calpurnius Piso Frugi; Socrates; Plato; Aurelia (typical courtesan names); Lollia (typical courtesan names),,,,
Fam. 9.23,November 16 46 BCE,-11.16.46,-11.16.46,Cumae,432808,Cicero,L. Papirius Paetus,Naples,433014,,,M. Caeparius,,,,Gallinarian wood (forest near Cumae),432859,,
Fam. 9.24,February 43 BCE,-2.1.43,-2.28.43,Rome,423025,Cicero,L. Papirius Paetus,Naples,433014,,,Unknown Rufus; Spurinna the haruspex,,,,Aquinum; Fabrateria,432695; 432825,,
Fam. 9.25,mid March 50 BCE,-3.13.50,-3.18.50,Laodicae,897792,Cicero,L. Papirius Paetus,Naples,433014,,,M. Fadius Gallus; Q. Fadius Gallus; C. Asinius Pollio,,,Pyrrhus of Epirus; Cineas; Mato,Herculaneum,438748,Parthian,952097
Fam. 9.26,November 46 BCE,-11.1.46,-11.30.46,Rome,423025,Cicero,L. Papirius Paetus,Naples,433014,,,P. Volumnius Eutrapelus; Verrius; T. Pomponius Atticus; Dion the philosopher; Volumnia,,,Aristippus of Cyrene; Lais(courtesan);Socrates,,,,
Fam. 10.1,late September 44 BCE,-9.19.44,-9.30.44,Rome,423025,Cicero,L. Munatius Plancus,Gallia Comata,993,,,M. Antonius; C. Furnius,,,,Greece,1001896,,
Fam. 10.2,September 18 44 BCE,-9.18.44,-9.18.44,Rome,423025,Cicero,L. Munatius Plancus,Gallia Comata,993,,,,M. Antonius,,,,,,
Fam. 10.3,mid December 44 BCE,-12.10.44,-12.18.44,Rome,423025,Cicero,L. Munatius Plancus,Gallia Comata,993,,,C. Furnius,,,,,,,
Fam. 10.4,late December 44 BCE,-12.15.44,-12.31.44,Gallia Comata,993,L. Munatius Plancus,Cicero,Rome,423025,,,C. Furnius,L. Munatius Plancus Maior,,,,,,
Fam. 10.5,middle of January 43 BCE,-1.13.43,-1.18.43,Rome,423025,Cicero,L. Munatius Plancus,Gallia Comata,993,,,M. Antonius,L. Munatius Plancus Maior,,,,,,
Fam. 10.6,March 20 43 BCE,-3.20.43,-3.20.43,Rome,423025,Cicero,L. Munatius Plancus,Transalpine Gaul,981537,,,C. Furnius; Marcus Aemilius Lepidus,Decimus Junius Brutus Albinus; Gnaeus Munatius Plancus,,,,,,
Fam. 10.7,March 23 43 BCE,-3.23.43,-3.23.43,Gallia Comata,993,L. Munatius Plancus,Cicero,Rome,423025,,,M. Varisidius,,,,,,,
Fam. 10.8,March 23 43 BCE,-3.23.43,-3.23.43,Gallia Comata,993,L. Munatius Plancus,The consuls; praetors; tribunes of the plebs; the Senate; the people; commons of Rome,Rome,423025,,,C. Furnius,Decimus Junius Brutus Albinus ,,,(Mutina),383715,,
Fam. 10.9,April 27 43 BCE,-4.27.43,-4.27.43,Gallia Narbonensis,981537,L. Munatius Plancus,Cicero,Rome,423025,,,Marcus Aemilius Lepidus,,,,Rhone; Vienne,148168; 167719,,
Fam. 10.10,March 30 43 BCE,-3.31.43,-3.31.43,Rome,423025,Cicero,L. Munatius Plancus,Gallia Comata,993,,,,Aulus Hirtius; C. Vibius Pansa Caetronianus; Decimus Junius Brutus Albinus,,,(Mutina),383715,,
Fam. 10.11,end of April 43 BCE,-4.21.43,-4.30.43,Among the Allobroges,167634,L. Munatius Plancus,Cicero,Rome,423025,,,Decimus Junius Brutus Albinus; M. Antonius; Marcus Aemilius Lepidus; Gnaeus Munatius Plancus; M. Juventius Laterensis; C. Furnius,,,,Rhone; Mutina,148168; 383715,,
Fam. 10.12,April 11 43 BCE,-4.11.43,-4.11.43,Rome,423025,Cicero,L. Munatius Plancus,Gallia Comata,993,,,C. Furnius; M. Varisidius; T. Munatius; M. Caecilius Cornutus; P. Servilius Vatia Isauricus; P. Titius,,,,,,,
Fam. 10.13,May 10 43 BCE,-5.10.43,-5.10.43,Rome,423025,Cicero,L. Munatius Plancus,Gallia Comata,993,,,M. Antonius,,,Ajax; Achilles; Ulysses; Homer,,,,
Fam. 10.14,May 5 43 BCE,-5.5.43,-5.5.43,Rome,423025,Cicero,L. Munatius Plancus,Gallia Comata,993,,,Marcus Aemilius Lepidus,,,,Mutina,383715,,
Fam. 10.15,May 11 43 BCE,-5.11.43,-5.11.43,Cularo (Grenoble),167734,L. Munatius Plancus,Cicero,Rome,423025,,,Marcus Aemilius Lepidus; M. Juventius Laterensis; M. Antonius; L. Antonius; Decimus Junius Brutus Albinus,,,,Forum Julii; Isara (river); Italy,187386; 167793; 1052,Allobroges,167634
Fam. 10.16,May 25 43 BCE,-5.25.43,-5.25.43,Rome,423025,Cicero,L. Munatius Plancus,Cularo,167734,,,M. Cornutus; Marcus Aemilius Lepidus;  P. Servilius Vatia Isauricus,,,,,,,
Fam. 10.17,May 20 43 BCE,-5.20.43,-5.20.43,forum voconii,157854,L. Munatius Plancus,Cicero ,Rome,423025,,,Publius Ventidius Bassus; Marcus Aemilius Lepidus; L. Gellius,,Apella (freedman),,Forum Julii,187386,,
Fam. 10.18,May 18 43 BCE,-5.18.43,-5.18.43,camp on the Isara,118764,L. Munatius Plancus,Cicero,Rome,423025,,,Laevus Cispius and Nerva (legates to Plancus); M. Juventius Laterensis; Marcus Aemilius Lepidus; Decimus Junius Brutus; M. Antonius; Publius Ventidius Bassus ,,,,Isara,,,
Fam. 10.19,mid May 43 BCE,-5.13.43,-5.18.43,Rome,423025,Cicero,L. Munatius Plancus,Cularo,167734,,,M. Antonius,,,,,,,
Fam. 10.20,May 29 43 BCE,-5.29.43,-5.29.43,Rome,423025,Cicero,L. Munatius Plancus,Cularo,167734,,,Marcus Aemilius Lepidus; M. Antonius,Decimus Junius Brutus,,,,,,
Fam. 10.21,May 15 43 BCE,-5.15.43,-5.15.43,camp on the Isara,167793,L. Munatius Plancus,Cicero,Rome,423025,,,Marcus Aemilius Lepidus; M. Juventius Laterensis; Laevus Cispius; P. Titus; Aulus Hirtius,Gneaus Munatius Plancus,,,Gaul,993,,
Fam. 10.22,end of June 43 BCE,-6.20.43,-6.30.43,Rome,423025,Cicero,L. Munatius Plancus,Cularo,167734,,,Gneaus Munatius Plancus,Decimus Junius Brutus; P. Servilius Vatia Isauricus,,,,,,
Fam. 10.23,June 6 43 BCE,-6.6.43,-6.6.43,Cularo,167734,L. Munatius Plancus,Cicero,Rome,423025,,,Marcus Aemilius Lepidus; M. Antonius; M. Juventius Laterensis; C. Catius Vestinus; C. Julius Caesar Octavianus (Augustus),,,,Isara,,Vocontii; Allobroges,148241; 167634
Fam. 10.24,July 28 43 BCE,-7.28.43,-7.28.43,Cularo,167734,L. Munatius Plancus,Cicero,Rome,423025,,,Decimus Junius Brutus Albinus; C. Julius Caesar Octavianus (Augustus); C. Furnius; C. Julius Caesar; Marcus Aemilius Lepidus; M. Antonius,,,,Spain,,African troops,775
Fam. 10.25,May 26 43 BCE,-5.26.43,-5.26.43,Rome,423025,Cicero,C. Furnius,Cularo,167734,,,L. Munatius Plancus; Quintus Tullius Cicero; Aulus Caecina; Calvisius,,Dardanus (freedman of Furnius),,,,,
Fam. 10.26,end of June; 43 BCE,-6.20.43,-6.30.43,Rome,423025,Cicero,C. Furnius,Cularo,167734,,,Calvisius; L. Munatius Plancus; Decimus Junius Brutus Albinus,,,,Narbonenses,981537,,
Fam. 10.27,March 20 43 BCE,-3.20.43,-3.20.43,Rome,423025,Cicero,Marcus Aemilius Lepidus,Narbonenses,981537,,,,,,,,,,
